name,country,region,rating,rating_count,price,source_sheet,vintage,producer_hint
Tenuta San Guido Guidalberto 2017,Italië,Toscane,4.2,4967,81.86312256919975,Uruguay,2017.0,Tenuta
Ruggeri Giustino B. Valdobbiadene Prosecco Superiore N.V.,Italië,Conegliano-Valdobbiadene Prosecco Superiore,4.0,4897,44.66683689100443,Uruguay,,Ruggeri
Masso Antico Appassito Primitivo 2020,Italië,Salento,4.1,4834,32.73869910455128,Uruguay,2020.0,Masso
Masi Campofiorin Rosso Veronese 2016,Italië,Rosso Veronese,3.7,4805,38.19696837840111,Uruguay,2016.0,Masi
Tenuta San Guido Sassicaia 2017,Italië,Bolgheri Sassicaia,4.6,4696,382.0788491694881,Uruguay,2017.0,Tenuta
Casalforte Prosecco Extra Dry N.V.,Italië,Prosecco,3.4,4689,11.99,Uruguay,,Casalforte
Vigneti del Salento Vigne Vecchie Leggenda Primitivo di Manduria 2016,Italië,Primitivo di Manduria,4.4,4656,69.99,Uruguay,2016.0,Vigneti
Santa Margherita Pinot Grigio Valdadige 2020,Italië,Valdadige,4.0,4480,21.99,Uruguay,2020.0,Santa
Ornellaia Le Serre Nuove 2018,Italië,Bolgheri,4.4,4383,84.99,Uruguay,2018.0,Ornellaia
Gaja Ca'Marcanda Promis Toscana 2013,Italië,Toscane,4.1,4297,59.95,Uruguay,2013.0,Gaja
Paltrinieri Radice N.V.,Italië,Lambrusco di Sorbara,3.8,4265,28.95,Uruguay,,Paltrinieri
Carpineto Toscana Dogajolo Rosso 2014,Italië,Toscane,3.6,4159,27.99,Uruguay,2014.0,Carpineto
Brancaia Tre 2015,Italië,Toscane,3.8,4130,38.19696837840111,Uruguay,2015.0,Brancaia
Monte Rossa Prima Cuv√©e Brut N.V.,Italië,Franciacorta,3.8,3989,45.99014182035885,Uruguay,,Monte
Riccadonna Prosecco Extra Dry N.V.,Italië,Prosecco,3.5,3934,15.283153966779524,Uruguay,,Riccadonna
Cavalleri Blanc de Blancs Franciacorta Brut N.V.,Italië,Franciacorta,3.8,3918,48.26335428953188,Uruguay,,Cavalleri
Da Luca Prosecco N.V.,Italië,Prosecco,3.6,3901,15.99,Uruguay,,Da
Ornellaia Le Serre Nuove 2019,Italië,Bolgheri,4.4,3888,107.09,Uruguay,2019.0,Ornellaia
Produttori del Barbaresco Barbaresco 2016,Italië,Barbaresco,4.2,3885,87.32139184304957,Uruguay,2016.0,Produttori
Lunaria Coste di Moro Montepulciano d'Abruzzo 2016,Italië,Montepulciano d’Abruzzo,3.8,3800,38.19696837840111,Uruguay,2016.0,Lunaria
Produttori del Barbaresco Barbaresco 2014,Italië,Barbaresco,4.0,3758,81.86312256919975,Uruguay,2014.0,Produttori
Tasca d'Almerita Lam√πri Nero d'Avola Regaleali 2015,Italië,Terre Siciliane,3.9,3746,29.99,Uruguay,2015.0,Tasca
Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2018,Italië,Chianti Classico,4.3,3742,72.99,Uruguay,2018.0,Antinori
Col d'Orcia Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.2,3730,79.95,Uruguay,2016.0,Col
Tenuta Il Poggione Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.3,3637,74.99,Uruguay,2015.0,Tenuta
Tenuta San Guido Guidalberto 2019,Italië,Toscane,4.2,3634,98.23793039074924,Uruguay,2019.0,Tenuta
Ornellaia Bolgheri Superiore 2014,Italië,Bolgheri Superiore,4.6,3633,354.99,Uruguay,2014.0,Ornellaia
Monte Rossa Sansev√® Sat√®n Brut N.V.,Italië,Franciacorta,3.9,3621,45.633892105040694,Uruguay,,Monte
Ornellaia Le Volte 2020,Italië,Toscane,4.1,3606,49.11350692610077,Uruguay,2020.0,Ornellaia
Antinori P√®ppoli Chianti Classico 2014,Italië,Chianti Classico,3.7,3542,32.73869910455128,Uruguay,2014.0,Antinori
Frescobaldi R√®mole Rosso 2013,Italië,Toscane,3.5,3524,21.822160556851617,Uruguay,2013.0,Frescobaldi
Antinori Villa Antinori Rosso 2009,Italië,Toscane,3.7,3501,66.72048239744426,Uruguay,2009.0,Antinori
Umani Ronchi Podere Montepulciano d'Abruzzo 2016,Italië,Montepulciano d’Abruzzo,3.6,3451,20.73050670208165,Uruguay,2016.0,Umani
Banfi Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.2,3425,103.69619966459906,Uruguay,2016.0,Banfi
Tenuta CastelGiocondo Brunello di Montalcino 2014,Italië,Brunello di Montalcino,4.2,3424,163.7480782154949,Uruguay,2014.0,Tenuta
Varvaglione Papale Primitivo di Manduria 2017,Italië,Primitivo di Manduria,4.1,3415,35.99,Uruguay,2017.0,Varvaglione
F√®lsina Berardenga Chianti Classico 2017,Italië,Chianti Classico,3.8,3405,54.5717761999506,Uruguay,2017.0,F√®lsina
Ornellaia Bolgheri Superiore 2012,Italië,Bolgheri Superiore,4.6,3369,272.91346369249146,Uruguay,2012.0,Ornellaia
San Marzano Tal√≤ Primitivo di Manduria 2019,Italië,Primitivo di Manduria,4.0,3351,31.95,Uruguay,2019.0,San
Tenuta San Guido Le Difese 2013,Italië,Toscane,3.7,3326,38.19696837840111,Uruguay,2013.0,Tenuta
Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2013,Italië,Chianti Classico,4.1,3323,54.5717761999506,Uruguay,2013.0,Antinori
Antinori Castello della Sala Cervaro della Sala 2018,Italië,Umbrië,4.5,3292,84.99,Uruguay,2018.0,Antinori
Fonterutoli Chianti Classico 2016,Italië,Chianti Classico,3.8,3271,41.47192994271101,Uruguay,2016.0,Fonterutoli
Bastioni della Rocca Leggero Appassimento Puglia 2019,Italië,Puglia,4.1,3220,19.99,Uruguay,2019.0,Bastioni
Prunotto Barolo 2015,Italië,Barolo,4.1,3188,84.95,Uruguay,2015.0,Prunotto
Fonterutoli Chianti Classico 2014,Italië,Chianti Classico,3.8,3166,41.47192994271101,Uruguay,2014.0,Fonterutoli
Ornellaia Bolgheri Superiore 2011,Italië,Bolgheri Superiore,4.6,3147,261.9969251447918,Uruguay,2011.0,Ornellaia
Fontodi Chianti Classico 2015,Italië,Chianti Classico,3.9,3095,70.94658402150009,Uruguay,2015.0,Fontodi
Pasqua Vigneti e Cantine Prosecco N.V.,Italië,Prosecco,3.5,3083,27.200375214684986,Uruguay,,Pasqua
G.D. Vajra Albe Barolo 2016,Italië,Barolo,4.1,3058,120.08192402469624,Uruguay,2016.0,G.D.
Produttori del Barbaresco Nebbiolo Langhe 2018,Italië,Langhe,3.8,3043,54.5717761999506,Uruguay,2018.0,Produttori
Prunotto Barolo 2013,Italië,Barolo,4.0,2999,87.32139184304957,Uruguay,2013.0,Prunotto
Maschio Prosecco Brut N.V.,Italië,Prosecco,3.6,2963,25.47192327796587,Uruguay,,Maschio
Fonterutoli Chianti Classico 2018,Italië,Chianti Classico,3.9,2936,35.99,Uruguay,2018.0,Fonterutoli
Pasqua Vigneti e Cantine PassioneSentimento Prosecco N.V.,Italië,Prosecco di Treviso,3.8,2935,19.99,Uruguay,,Pasqua
Varvaglione 12 e Mezzo Primitivo del Salento 2017,Italië,Salento,3.9,2934,27.280429830701447,Uruguay,2017.0,Varvaglione
Ornellaia Bolgheri Superiore 2013,Italië,Bolgheri Superiore,4.5,2926,424.99,Uruguay,2013.0,Ornellaia
Fontodi Chianti Classico 2018,Italië,Chianti Classico,4.0,2914,63.95,Uruguay,2018.0,Fontodi
Zardetto Z Prosecco Brut N.V.,Italië,Prosecco,3.6,2893,19.99,Uruguay,,Zardetto
Tommasi Filodora Prosecco N.V.,Italië,Prosecco,3.6,2879,40.62943181842842,Uruguay,,Tommasi
Fonterutoli Chianti Classico 2015,Italië,Chianti Classico,3.8,2867,41.47192994271101,Uruguay,2015.0,Fonterutoli
Antinori Castello della Sala Bram√¨to Chardonnay 2019,Italië,Umbrië,4.0,2826,46.99,Uruguay,2019.0,Antinori
Ricasoli Brolio Chianti Classico 2019,Italië,Chianti Classico,3.7,2755,40.0,Uruguay,2019.0,Ricasoli
G.D. Vajra Albe Barolo 2017,Italië,Barolo,4.1,2750,79.95,Uruguay,2017.0,G.D.
Antinori P√®ppoli Chianti Classico 2013,Italië,Chianti Classico,3.6,2735,30.555391395011345,Uruguay,2013.0,Antinori
Banfi Col di Sasso (Cabernet Sauvignon - Sangiovese) 2018,Italië,Toscane,3.6,2710,16.363891283001788,Uruguay,2018.0,Banfi
Cellaro Due Lune Nerello Mascalese - Nero d'Avola 2013,Italië,Terre Siciliane,4.3,2681,43.65523765225094,Uruguay,2013.0,Cellaro
Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2017,Italië,Chianti Classico,4.3,2677,69.99,Uruguay,2017.0,Antinori
Antinori Castello della Sala Bram√¨to Chardonnay 2018,Italië,Umbrië,3.9,2674,41.47192994271101,Uruguay,2018.0,Antinori
Vigneti del Salento Primitivo di Manduria Zolla 2013,Italië,Primitivo di Manduria,4.1,2671,26.0,Uruguay,2013.0,Vigneti
San Leo Prosecco N.V.,Italië,Prosecco,3.6,2661,17.99,Uruguay,,San
Tenuta Ulisse Amaranta Montepulciano d'Abruzzo 2018,Italië,Montepulciano d’Abruzzo,4.2,2643,43.65523765225094,Uruguay,2018.0,Tenuta
Antinori Tignanello 2019,Italië,Toscane,4.6,2642,204.99,Uruguay,2019.0,Antinori
Barone Montalto Acquerello Nero d'Avola 2019,Italië,Terre Siciliane,3.7,2637,25.097122121161515,Uruguay,2019.0,Barone
Argiano Brunello di Montalcino 2013,Italië,Brunello di Montalcino,4.2,2626,79.95,Uruguay,2013.0,Argiano
Zonin Prosecco Cuv√©e 1821 N.V.,Italië,Prosecco,3.7,11471,26.08292155186068,Uruguay,,Zonin
Bottega Gold N.V.,Italië,Prosecco,3.7,7628,45.3497486215278,Uruguay,,Bottega
Ca' del Bosco Franciacorta Cuv√©e Prestige N.V.,Italië,Franciacorta,4.1,24969,326.187841753778,Uruguay,,Ca'
Ferrari Trento Brut N.V.,Italië,Trento,3.8,24787,234.2135650625488,Uruguay,,Ferrari
San Marzano 60 Sessantanni Old Vines Primitivo di Manduria 2017,Italië,Primitivo di Manduria,4.5,15023,219.2410083918836,Uruguay,2017.0,San
Tommasi Amarone della Valpolicella Classico 2015,Italië,Amarone della Valpolicella Classico,4.3,14611,504.3612661346942,Uruguay,2015.0,Tommasi
Tommasi Amarone della Valpolicella Classico 2013,Italië,Amarone della Valpolicella Classico,4.3,13831,587.67284932361,Uruguay,2013.0,Tommasi
Tommasi Amarone della Valpolicella Classico 2012,Italië,Amarone della Valpolicella Classico,4.3,12283,617.938803165026,Uruguay,2012.0,Tommasi
Bellavista Alma Gran Cuv√©e Brut N.V.,Italië,Franciacorta,3.9,12138,294.1037917452097,Uruguay,,Bellavista
Zonin Prosecco Cuv√©e 1821 N.V.,Italië,Prosecco,3.7,11471,97.8563525261334,Uruguay,,Zonin
Banfi Brunello di Montalcino 2013,Italië,Brunello di Montalcino,4.2,8645,582.3255076555151,Uruguay,2013.0,Banfi
Ceci Otello 1813 Nero di Lambrusco N.V.,Italië,Emilia,4.0,8238,95.18268169208604,Uruguay,,Ceci
Allegrini Palazzo della Torre 2015,Italië,Verona,4.0,7723,160.20635637611787,Uruguay,2015.0,Allegrini
Antinori Tenuta Montenisa 'Marchese Antinori' Cuv√©e Royale N.V.,Italië,Franciacorta,3.8,7021,534.7341668094722,Uruguay,,Antinori
Tommasi Amarone della Valpolicella Classico 2010,Italië,Amarone della Valpolicella Classico,4.4,6664,641.1462660045571,Uruguay,2010.0,Tommasi
Bellavista Alma Cuv√©e Brut N.V.,Italië,Franciacorta,3.9,5814,395.27549610556184,Uruguay,,Bellavista
Ruggeri Giall'Oro Valdobbiadene Prosecco Superiore Extra Dry N.V.,Italië,Conegliano-Valdobbiadene Prosecco,4.0,5783,128.33620003427333,Uruguay,,Ruggeri
Tommasi Valpolicella Ripasso (Classico Superiore) 2017,Italië,Valpolicella Ripasso,4.1,5616,165.7675917109364,Uruguay,2017.0,Tommasi
Tommasi Amarone della Valpolicella Classico 2011,Italië,Amarone della Valpolicella Classico,4.3,5442,593.5549251585142,Uruguay,2011.0,Tommasi
Tommasi Amarone della Valpolicella Classico 2016,Italië,Amarone della Valpolicella Classico,4.3,5334,431.530472615244,Uruguay,2016.0,Tommasi
Tenuta San Guido Guidalberto 2018,Italië,Toscane,4.2,5256,394.63381510539045,Uruguay,2018.0,Tenuta
Tenuta San Guido Guidalberto 2017,Italië,Toscane,4.2,4967,383.939131769201,Uruguay,2017.0,Tenuta
Zenato Ripassa Valpolicella Ripasso Superiore 2018,Italië,Valpolicella Ripasso,4.2,4667,143.30875670493853,Uruguay,2018.0,Zenato
Guido Berlucchi ‚Äò61 Franciacorta Brut N.V.,Italië,Franciacorta,3.8,4577,208.54632505569415,Uruguay,,Guido
Ariola Marcello N.V.,Italië,Emilia-Romagna,3.8,4437,61.173588683003615,Uruguay,,Ariola
Allegrini Palazzo della Torre 2017,Italië,Verona,4.1,4419,154.96596154138504,Uruguay,2017.0,Allegrini
Foss Marai Strada di Guia 109 Extra Dry N.V.,Italië,Conegliano-Valdobbiadene Prosecco,3.9,4314,128.33620003427333,Uruguay,,Foss
Gaja Ca'Marcanda Promis Toscana 2017,Italië,Toscane,4.1,4137,374.31391676663054,Uruguay,2017.0,Gaja
C√† dei Frati Cuv√©e dei Frati Brut N.V.,Italië,Lombardije,3.8,4065,148.65609837303327,Uruguay,,C√†
Monte Rossa Prima Cuv√©e Brut N.V.,Italië,Franciacorta,3.8,3989,289.9328652440958,Uruguay,,Monte
Cavalleri Blanc de Blancs Franciacorta Brut N.V.,Italië,Franciacorta,3.8,3918,304.2637409145897,Uruguay,,Cavalleri
Tommasi Valpolicella Ripasso (Classico Superiore) 2018,Italië,Valpolicella Ripasso,4.0,3913,133.14880753555855,Uruguay,2018.0,Tommasi
Antinori Villa Antinori Rosso 2019,Italië,Toscane,3.9,3903,137.96141503684382,Uruguay,2019.0,Antinori
Ornellaia Le Serre Nuove 2019,Italië,Bolgheri,4.4,3888,529.3868251413775,Uruguay,2019.0,Ornellaia
Colterenzio (Schreckbichl) Pfefferer 2020,Italië,Südtirol - Alto Adige,4.3,3860,104.27316252784708,Uruguay,2020.0,Colterenzio
Maschio dei Cavalieri Prosecco Treviso Extra Dry N.V.,Italië,Prosecco di Treviso,3.7,3760,76.25309218703073,Uruguay,,Maschio
Masi Campofiorin Rosso Veronese 2017,Italië,Rosso Veronese,3.8,3712,116.57204836446492,Uruguay,2017.0,Masi
Ferrari Ros√© N.V.,Italië,Trento,3.8,3702,266.29761507111715,Uruguay,,Ferrari
Tenuta San Guido Guidalberto 2019,Italië,Toscane,4.2,3634,416.02318177776937,Uruguay,2019.0,Tenuta
Monte Rossa Sansev√® Sat√®n Brut N.V.,Italië,Franciacorta,3.9,3621,287.686981743496,Uruguay,,Monte
Allegrini Palazzo della Torre 2018,Italië,Verona,4.0,3603,143.843490871748,Uruguay,2018.0,Allegrini
Tenuta CastelGiocondo Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.3,3578,366.2929042644884,Uruguay,2016.0,Tenuta
C√† dei Frati I Frati Lugana 2021,Italië,Lugana,4.2,3575,122.9888583661786,Uruguay,2021.0,C√†
Allegrini Palazzo della Torre 2012,Italië,Verona,3.9,3525,160.20635637611787,Uruguay,2012.0,Allegrini
Antinori Villa Antinori Rosso 2009,Italië,Toscane,3.7,3501,420.6218956123308,Uruguay,2009.0,Antinori
Allegrini Amarone della Valpolicella Classico 2013,Italië,Amarone della Valpolicella Classico,4.2,3498,549.7067234801374,Uruguay,2013.0,Allegrini
Domini Veneti La Casetta Valpolicella Ripasso Classico Superiore 2017,Italië,Valpolicella Ripasso Classico,4.2,3444,170.04546504541216,Uruguay,2017.0,Domini
Frescobaldi R√®mole Rosso 2020,Italië,Toscane,3.8,3436,65.66535568420318,Uruguay,2020.0,Frescobaldi
C√† dei Frati Brolettino Lugana 2019,Italië,Lugana,4.2,3133,136.89194670322487,Uruguay,2019.0,C√†
Vietti Perbacco Nebbiolo 2018,Italië,Langhe,4.0,3076,417.19959694475017,Uruguay,2018.0,Vietti
Masi Bonacosta Valpolicella Classico 2019,Italië,Valpolicella,3.6,3029,96.252150025705,Uruguay,2019.0,Masi
Avignonesi Vino Nobile di Montepulciano 2015,Italië,Vino Nobile di Montepulciano,3.9,2980,524.0394834732828,Uruguay,2015.0,Avignonesi
Bellavista Franciacorta Grande Cuv√©e Alma Non Dosato N.V.,Italië,Franciacorta,4.1,2818,342.2298667580622,Uruguay,,Bellavista
Casanova di Neri Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.4,2726,695.1544168523138,Uruguay,2015.0,Casanova
Tenuta San Guido Le Difese 2019,Italië,Toscane,3.9,2638,239.56090673064352,Uruguay,2019.0,Tenuta
Tommasi Amarone della Valpolicella Classico 2017,Italië,Amarone della Valpolicella Classico,4.3,2504,426.7178651139588,Uruguay,2017.0,Tommasi
Tommasi Amarone della Valpolicella Classico 2009,Italië,Amarone della Valpolicella Classico,4.3,2464,732.5858085289768,Uruguay,2009.0,Tommasi
Torrevento Castel Del Monte Riserva Vigna Pedale 2015,Italië,Castel del Monte,3.8,2448,96.0382563589812,Uruguay,2015.0,Torrevento
Tenuta Il Poggione Brunello di Montalcino 2014,Italië,Brunello di Montalcino,4.2,2436,909.0480835761028,Uruguay,2014.0,Tenuta
Tasca d'Almerita Lam√πri Nero d'Avola Regaleali 2017,Italië,Terre Siciliane,3.8,2391,106.94683336189443,Uruguay,2017.0,Tasca
Produttori del Barbaresco Barbaresco 2018,Italië,Barbaresco,4.2,2386,299.45113341330443,Uruguay,2018.0,Produttori
Allegrini Amarone della Valpolicella Classico 2015,Italië,Amarone della Valpolicella Classico,4.3,2372,577.4059533208681,Uruguay,2015.0,Allegrini
Zenato Amarone della Valpolicella Classico 2017,Italië,Amarone della Valpolicella Classico,4.4,2367,331.5351834218728,Uruguay,2017.0,Zenato
Cecilia Beretta Prosecco Treviso N.V.,Italië,Prosecco di Treviso,3.8,2365,114.96784586403652,Uruguay,,Cecilia
Antinori Pian delle Vigne Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.3,2360,641.6810001713666,Uruguay,2016.0,Antinori
Casa Coste Piane Valdobbiadene Prosecco N.V.,Italië,Conegliano-Valdobbiadene Prosecco,3.8,2271,187.05001154995335,Uruguay,,Casa
G.D. Vajra Albe Barolo 2015,Italië,Barolo,4.0,2251,426.7178651139588,Uruguay,2015.0,G.D.
Tenuta Castiglioni Chianti 2019,Italië,Chianti,3.6,2226,78.07118835418294,Uruguay,2019.0,Tenuta
Altesino Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.3,2112,229.93569172807304,Uruguay,2015.0,Altesino
San Polo Brunello di Montalcino 2013,Italië,Brunello di Montalcino,4.2,2091,470.031332625526,Uruguay,2013.0,San
Viticoltori Ponte Prosecco Treviso Extra Dry N.V.,Italië,Prosecco di Treviso,3.7,2073,76.25309218703073,Uruguay,,Viticoltori
Antinori Tenuta Montenisa 'Marchese Antinori' Blanc de Blancs N.V.,Italië,Franciacorta,3.8,2025,288.75645007711495,Uruguay,,Antinori
Allegrini Amarone della Valpolicella Classico 2011,Italië,Amarone della Valpolicella Classico,4.4,2019,549.7067234801374,Uruguay,2011.0,Allegrini
Poggio Al Tesoro Bolgheri Superiore Sondraia 2012,Italië,Bolgheri Superiore,4.2,1896,437.9472826169577,Uruguay,2012.0,Poggio
Le Marchesine Franciacorta Brut N.V.,Italië,Franciacorta,3.7,1885,175.1789130467831,Uruguay,,Le
Tornatore Etna Rosso 2018,Italië,De Etna,3.9,1876,148.1213642062238,Uruguay,2018.0,Tornatore
C√† dei Frati Rosa dei Frati Riviera del Garda Classico Ros√© 2020,Italië,Lombardije,4.1,1847,113.3636433636081,Uruguay,2020.0,C√†
Tommasi Rafa√®l Valpolicella Classico Superiore 2019,Italië,Valpolicella Classico,3.8,1808,121.59854953247395,Uruguay,2019.0,Tommasi
Foss Marai Strada di Guia 109 Brut N.V.,Italië,Conegliano-Valdobbiadene Prosecco,3.9,1796,128.33620003427333,Uruguay,,Foss
Ferrari Maximum Ros√© N.V.,Italië,Trento,3.9,1781,266.29761507111715,Uruguay,,Ferrari
Castiglion del Bosco Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.3,1780,481.26075012852493,Uruguay,2015.0,Castiglion
Ceci Terre Verdiane Lambrusco 1813 N.V.,Italië,Emilia,3.8,1773,85.55746668951555,Uruguay,,Ceci
Astoria Cuv√©e Lounge Brut N.V.,Italië,Veneto,3.5,1772,51.33448001370933,Uruguay,,Astoria
Casanova di Neri Rosso di Montalcino 2016,Italië,Rosso di Montalcino,3.9,1754,213.89366672378887,Uruguay,2016.0,Casanova
Tenuta Luce Lucente 2019,Italië,Toscane,4.1,1689,255.06819756811825,Uruguay,2019.0,Tenuta
Medici Ermete i Quercioli Reggiano Lambrusco Dolce N.V.,Italië,Reggiano,3.8,1642,106.4833970839929,Uruguay,,Medici
Domini Veneti Vigneti di Torbe Valpolicella Ripasso Classico Superiore 2013,Italië,Valpolicella Ripasso Classico,3.8,1605,153.14786537423282,Uruguay,2013.0,Domini
Allegrini Amarone della Valpolicella Classico 2008,Italië,Amarone della Valpolicella Classico,4.3,1552,549.7067234801374,Uruguay,2008.0,Allegrini
Allegrini La Grola 2013,Italië,Verona,3.9,1547,181.70266988185864,Uruguay,2013.0,Allegrini
Donnafugata Tancredi 2016,Italië,Terre Siciliane,4.1,1514,306.40267758182756,Uruguay,2016.0,Donnafugata
Allegrini Amarone della Valpolicella Classico 2016,Italië,Amarone della Valpolicella Classico,4.4,1506,622.6444638329494,Uruguay,2016.0,Allegrini
Leone de Castris Salice Salentino Riserva 2016,Italië,Salice Salentino,4.0,1488,96.0382563589812,Uruguay,2016.0,Leone
Leone de Castris Salice Salentino Riserva 2017,Italië,Salice Salentino,4.0,1484,96.0382563589812,Uruguay,2017.0,Leone
Ferrari Perl√© 2015,Italië,Trento,4.1,1479,336.8825250899675,Uruguay,2015.0,Ferrari
San Felice Campogiovanni Brunello di Montalcino 2012,Italië,Brunello di Montalcino,4.2,1475,472.3841629594877,Uruguay,2012.0,San
Tommasi Rafa√®l Valpolicella Classico Superiore 2018,Italië,Valpolicella Classico,3.9,1466,139.03088337046276,Uruguay,2018.0,Tommasi
Zenato Valpolicella Classico Superiore 2019,Italië,Valpolicella,3.9,1449,139.03088337046276,Uruguay,2019.0,Zenato
Foradori Foradori - Teroldego 2018,Italië,Vigneti delle Dolomiti,3.8,1428,481.26075012852493,Uruguay,2018.0,Foradori
Castello di Ama Chianti Classico Vigneto Gran Selezione San Lorenzo 2016,Italië,Chianti Classico,4.3,1368,481.26075012852493,Uruguay,2016.0,Castello
Tenuta Il Poggione Brunello di Montalcino Riserva Vigna Paganelli 2012,Italië,Brunello di Montalcino,4.4,1344,909.0480835761028,Uruguay,2012.0,Tenuta
C√† dei Frati Brolettino Lugana 2020,Italië,Lugana,4.2,1337,159.3507817092227,Uruguay,2020.0,C√†
Antinori Tenuta Guado al Tasso Vermentino Bolgheri 2021,Italië,Bolgheri,4.0,1332,148.65609837303327,Uruguay,2021.0,Antinori
Tenuta San Guido Le Difese 2020,Italië,Toscane,4.0,1330,254.53346340130875,Uruguay,2020.0,Tenuta
San Polo Brunello di Montalcino 2012,Italië,Brunello di Montalcino,4.2,1285,449.7114342867661,Uruguay,2012.0,San
Stefano Accordini Acinatico Valpolicella Classico Superiore Ripasso 2018,Italië,Valpolicella Ripasso Classico,4.0,1280,171.0079865456692,Uruguay,2018.0,Stefano
Terlan (Terlano) Cuv√©e Terlaner (Classico) 2020,Italië,Südtirol - Alto Adige,4.1,1275,165.7675917109364,Uruguay,2020.0,Terlan
San Leonardo Terre di San Leonardo 2016,Italië,Vigneti delle Dolomiti,3.8,1260,165.7675917109364,Uruguay,2016.0,San
Monte Rossa P.R. Brut N.V.,Italië,Franciacorta,3.8,1257,329.18235308791105,Uruguay,,Monte
Terlan (Terlano) Sauvignon Winkl 2021,Italië,Südtirol - Alto Adige,4.2,1224,203.1989833875994,Uruguay,2021.0,Terlan
Podere Brizio Brunello di Montalcino 2013,Italië,Brunello di Montalcino,4.2,1220,406.3979667751988,Uruguay,2013.0,Podere
Albinea Canali Ottocentonero Lambrusco N.V.,Italië,Modena,3.6,1196,66.94871768454591,Uruguay,,Albinea
ColleMassari Montecucco Rosso Riserva 2016,Italië,Montecucco,3.9,1185,139.03088337046276,Uruguay,2016.0,ColleMassari
Antinori Castello della Sala Bram√¨to Chardonnay 2021,Italië,Umbrië,4.1,1178,170.04546504541216,Uruguay,2021.0,Antinori
Jermann Vintage Tunina 2015,Italië,Venezia Giulia,4.3,1172,844.879983558966,Uruguay,2015.0,Jermann
Produttori del Barbaresco Nebbiolo Langhe 2020,Italië,Langhe,3.9,1154,144.37822503855747,Uruguay,2020.0,Produttori
Castello di Ama Chianti Classico 2019,Italië,Chianti Classico,3.9,1138,224.58835005997832,Uruguay,2019.0,Castello
Di Majo Norante Contado Aglianico Riserva 2014,Italië,Molise,3.8,1114,96.0382563589812,Uruguay,2014.0,Di
Domini Veneti Vigneti di Torbe Valpolicella Ripasso Classico Superiore 2017,Italië,Valpolicella Ripasso Classico,3.9,1108,153.14786537423282,Uruguay,2017.0,Domini
S. Cristina Lugana 2021,Italië,Lugana,4.2,1107,137.96141503684382,Uruguay,2021.0,S.
Avignonesi Vino Nobile di Montepulciano 2017,Italië,Vino Nobile di Montepulciano,4.0,1104,206.40738838845627,Uruguay,2017.0,Avignonesi
Michele Chiarlo Cipressi Nizza 2017,Italië,Barbera d’Asti,3.9,1088,155.6076425415564,Uruguay,2017.0,Michele
Poggio Al Tesoro Toscana Mediterra 2018,Italië,Toscane,3.9,1079,171.0079865456692,Uruguay,2018.0,Poggio
Val d'Oca Valdobbiadene Prosecco Superiore Brut N.V.,Italië,Prosecco di Treviso,3.7,1074,106.41209919508496,Uruguay,,Val
Farnese Fantini Gran Cuv√©e Ros√© N.V.,Italië,Aglianico del Vulture,3.8,1069,113.6844838636938,Uruguay,,Farnese
Riunite Lambrusco Emilia Ros√© N.V.,Italië,Emilia,4.0,1064,48.126075012852496,Uruguay,,Riunite
Falesco Tellus Syrah 2018,Italië,Lazio,3.8,1053,88.55197802364859,Uruguay,2018.0,Falesco
Caleo Montepulciano d'Abruzzo 2013,Italië,Montepulciano d’Abruzzo,3.3,1039,63.63336585032719,Uruguay,2013.0,Caleo
Boscarelli Vino Nobile di Montepulciano 2015,Italië,Vino Nobile di Montepulciano,4.0,1038,224.4814032266164,Uruguay,2015.0,Boscarelli
San Polo Brunello di Montalcino 2011,Italië,Brunello di Montalcino,4.3,1023,449.7114342867661,Uruguay,2011.0,San
Zardetto Prosecco Z Extra Dry N.V.,Italië,Prosecco,3.5,1012,127.80146586746385,Uruguay,,Zardetto
Donnafugata La Fuga Chardonnay Contessa Entellina 2016,Italië,Contessa Entellina,3.8,1011,138.92393653710087,Uruguay,2016.0,Donnafugata
Tenuta San Guido Guidalberto 2020,Italië,Toscane,4.2,1007,388.2170051036768,Uruguay,2020.0,Tenuta
Punica Barrua 2009,Italië,Isola dei Nuraghi,4.2,1004,385.00860010282,Uruguay,2009.0,Punica
Castello Nipozzano Chianti R√πfina Riserva 2019,Italië,Chianti Rùfina,4.0,994,127.26673170065438,Uruguay,2019.0,Castello
Vigneti del Salento Primitivo di Manduria Zolla 2020,Italië,Primitivo di Manduria,4.1,989,90.90480835761026,Uruguay,2020.0,Vigneti
Marina Cvetiƒá Montepulciano d'Abruzzo Riserva 2018,Italië,Montepulciano d’Abruzzo,4.2,987,245.9777167323572,Uruguay,2018.0,Marina
