name,country,region,rating,rating_count,price,source_sheet,vintage,producer_hint
Casanova di Neri Brunello di Montalcino 2014,Italië,Brunello di Montalcino,4.4,2280,32.0,Uruguay,2014.0,Casanova
Santa Margherita Brut Ros√© N.V.,Italië,"(""Vino d'Italia"",)",3.8,2278,15.51,Uruguay,,Santa
Brilla Prosecco N.V.,Italië,Prosecco,3.9,2257,12.49,Uruguay,,Brilla
Piccini Collezione Oro Chianti Riserva 2019,Italië,Chianti,3.7,2221,8.7,Uruguay,2019.0,Piccini
Ruffino Riserva Ducale Chianti Classico 2018,Italië,Chianti Classico,3.9,2221,21.4,Uruguay,2018.0,Ruffino
Gaja Ca'Marcanda Promis Toscana 2019,Italië,Toscane,4.2,2214,61.5,Uruguay,2019.0,Gaja
Fratelli Berlucchi Brut 25 N.V.,Italië,Franciacorta,3.8,2179,23.86,Uruguay,,Fratelli
Velarino Nero di Troia 2020,Italië,Puglia,4.0,2129,8.95,Uruguay,2020.0,Velarino
Tenuta Sette Ponti Crognolo Toscana 2016,Italië,Toscane,3.9,2127,28.95,Uruguay,2016.0,Tenuta
Pasqua Vigneti e Cantine 11 Minutes Rosato 2019,Italië,Veneto,4.0,2124,35.0,Uruguay,2019.0,Pasqua
San Marzano Edda Bianco 2020,Italië,Salento,4.2,2084,21.25,Uruguay,2020.0,San
Doppio Passo Primitivo Rosato 2021,Italië,Puglia,4.1,2083,9.2,Uruguay,2021.0,Doppio
Ricasoli Rocca Guicciarda Chianti Classico Riserva 2018,Italië,Chianti Classico,3.8,2082,25.45,Uruguay,2018.0,Ricasoli
Mazzei Poggio Badiola 2019,Italië,Toscane,3.7,2077,13.96,Uruguay,2019.0,Mazzei
Poliziano Vino Nobile di Montepulciano 2018,Italië,Vino Nobile di Montepulciano,4.0,2044,27.95,Uruguay,2018.0,Poliziano
Terlan (Terlano) Sauvignon Winkl 2020,Italië,Südtirol - Alto Adige,4.2,2034,27.0,Uruguay,2020.0,Terlan
Antinori Tenuta Montenisa 'Marchese Antinori' Blanc de Blancs N.V.,Italië,Franciacorta,3.8,2025,29.92,Uruguay,,Antinori
Antinori Villa Antinori Chianti Classico Riserva 2017,Italië,Chianti Classico,4.2,2003,56.9,Uruguay,2017.0,Antinori
Vite Colte La Luna e i Fal√≤ Barbera d'Asti Superiore 2017,Italië,Barbera d’Asti,4.0,1992,31.95,Uruguay,2017.0,Vite
Ferrari 'Giulio Ferrari' Riserva del Fondatore 2007,Italië,Trento,4.6,1982,332.65,Uruguay,2007.0,Ferrari
F√®lsina Berardenga Chianti Classico 2019,Italië,Chianti Classico,3.8,1965,17.95,Uruguay,2019.0,F√®lsina
Tormaresca Primitivo Salento Torcicoda 2019,Italië,Salento,4.2,1956,16.95,Uruguay,2019.0,Tormaresca
Antinori P√®ppoli Chianti Classico 2020,Italië,Chianti Classico,4.0,1924,19.95,Uruguay,2020.0,Antinori
Cleto Chiarli Vigneto Cialdini N.V.,Italië,Lambrusco Grasparossa di Castelvetro,3.8,1923,12.95,Uruguay,,Cleto
Le Macchiole Bolgheri Rosso 2019,Italië,Bolgheri,4.1,1899,31.25,Uruguay,2019.0,Le
Col d'Orcia Rosso di Montalcino 2019,Italië,Rosso di Montalcino,3.6,1898,42.75,Uruguay,2019.0,Col
Prunotto Barolo 2017,Italië,Barolo,4.2,1884,42.5,Uruguay,2017.0,Prunotto
Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2019,Italië,Chianti Classico,4.2,1875,41.95,Uruguay,2019.0,Antinori
Foss Marai Strada di Guia 109 Brut N.V.,Italië,Conegliano-Valdobbiadene Prosecco,3.9,1796,16.99,Uruguay,,Foss
Ricci Curbastro Franciacorta Brut N.V.,Italië,Franciacorta,3.8,1789,22.52,Uruguay,,Ricci
Borgogno Barolo 2016,Italië,Barolo,4.0,1787,61.45,Uruguay,2016.0,Borgogno
Ferrari Maximum Ros√© N.V.,Italië,Trento,3.9,1781,31.25,Uruguay,,Ferrari
Tormaresca N√®prica Primitivo 2020,Italië,Puglia,3.8,1767,11.99,Uruguay,2020.0,Tormaresca
Tormaresca Negroamaro Salento Calafuria Rosato 2020,Italië,Salento,4.1,1751,14.95,Uruguay,2020.0,Tormaresca
Feudi di San Gregorio Greco Di Tufo 2017,Italië,Greco di Tufo,3.7,1745,33.8,Uruguay,2017.0,Feudi
Piccini Memoro Rosso N.V.,Italië,Toscane,3.8,66173,193.48,Uruguay,,Piccini
Farnese Edizione Cinque Autoctoni N.V.,Italië,Abruzzo,4.3,63460,379.9,Uruguay,,Farnese
San Marzano Cinquanta Collezione N.V.,Italië,"(""Vino d'Italia"",)",4.3,35850,337.9,Uruguay,,San
Astrale Rosso N.V.,Italië,"(""Vino d'Italia"",)",4.1,32292,99.0,Uruguay,,Astrale
Mionetto Prestige Collection Brut Prosecco Treviso N.V.,Italië,Prosecco di Treviso,3.6,26323,115.9,Uruguay,,Mionetto
San Marzano 60 Sessantanni Old Vines Primitivo di Manduria 2017,Italië,Primitivo di Manduria,4.5,15022,459.9,Uruguay,2017.0,San
Zenato Ripassa Valpolicella Ripasso Superiore 2017,Italië,Valpolicella Ripasso,4.2,9942,333.7,Uruguay,2017.0,Zenato
Freixenet Prosecco N.V.,Italië,Prosecco,3.7,8622,97.98,Uruguay,,Freixenet
Santa Cristina Toscana 2019,Italië,Toscane,3.7,6693,119.9,Uruguay,2019.0,Santa
Freixenet Italian Sparkling Ros√© N.V.,Italië,"(""Vino d'Italia"",)",3.8,6566,97.98,Uruguay,,Freixenet
Castello Nipozzano Chianti R√πfina Riserva 2016,Italië,Chianti Rùfina,3.8,6071,399.9,Uruguay,2016.0,Castello
Produttori del Barbaresco Barbaresco 2017,Italië,Barbaresco,4.2,5667,741.9,Uruguay,2017.0,Produttori
Tommasi Valpolicella Ripasso (Classico Superiore) 2017,Italië,Valpolicella Ripasso,4.1,5616,289.9,Uruguay,2017.0,Tommasi
Tormaresca Primitivo Salento Torcicoda 2017,Italië,Salento,4.1,5340,399.0,Uruguay,2017.0,Tormaresca
Tommasi Amarone della Valpolicella Classico 2016,Italië,Amarone della Valpolicella Classico,4.3,5334,799.9,Uruguay,2016.0,Tommasi
Varvaglione Papale Linea Oro Primitivo di Manduria 2017,Italië,Primitivo di Manduria,4.3,4742,283.61,Uruguay,2017.0,Varvaglione
Allegrini Palazzo della Torre 2017,Italië,Verona,4.1,4419,317.9,Uruguay,2017.0,Allegrini
Ornellaia Le Serre Nuove 2018,Italië,Bolgheri,4.4,4383,869.9,Uruguay,2018.0,Ornellaia
Fratelli Cella Lambrusco dell'Emilia Rosso N.V.,Italië,Emilia,3.6,4184,45.0,Uruguay,,Fratelli
Ferrari Maximum Brut Blanc de Blancs N.V.,Italië,Trento,3.9,4112,343.8,Uruguay,,Ferrari
Adami Bosco di Gica Valdobbiadene Prosecco Superiore Brut N.V.,Italië,Conegliano-Valdobbiadene Prosecco Superiore,3.8,4021,253.7,Uruguay,,Adami
Caparzo Sangiovese Toscana 2019,Italië,Toscane,3.9,3930,107.9,Uruguay,2019.0,Caparzo
Antinori Villa Antinori Rosso 2019,Italië,Toscane,3.9,3903,197.9,Uruguay,2019.0,Antinori
Ornellaia Le Volte 2020,Italië,Toscane,4.1,3605,353.0,Uruguay,2020.0,Ornellaia
Allegrini Palazzo della Torre 2018,Italië,Verona,4.0,3603,333.9,Uruguay,2018.0,Allegrini
Barone Montalto Passivento Rosso 2019,Italië,Terre Siciliane,3.9,3488,174.9,Uruguay,2019.0,Barone
Banfi Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.2,3424,734.9,Uruguay,2016.0,Banfi
San Marzano Tal√≤ Primitivo di Manduria 2019,Italië,Primitivo di Manduria,4.0,3351,211.9,Uruguay,2019.0,San
Antinori Villa Antinori Chianti Classico Riserva 2018,Italië,Chianti Classico,4.1,3322,297.9,Uruguay,2018.0,Antinori
Gaja Ca'Marcanda Promis Toscana 2018,Italië,Toscane,4.2,3150,621.83,Uruguay,2018.0,Gaja
Fonterutoli Chianti Classico 2018,Italië,Chianti Classico,3.9,2936,306.9,Uruguay,2018.0,Fonterutoli
Barone Montalto Acquerello Pinot Grigio 2019,Italië,Terre Siciliane,3.8,2923,62.9,Uruguay,2019.0,Barone
F√®lsina Berardenga Chianti Classico 2018,Italië,Chianti Classico,3.8,2841,402.94,Uruguay,2018.0,F√®lsina
Marchesi di Barolo Barolo (Tradizione) 2015,Italië,Barolo,4.2,2775,919.9,Uruguay,2015.0,Marchesi
Banfi Rosso di Montalcino 2019,Italië,Rosso di Montalcino,3.8,2727,337.0,Uruguay,2019.0,Banfi
Banfi Rosso di Montalcino 2018,Italië,Rosso di Montalcino,3.7,2719,364.0,Uruguay,2018.0,Banfi
Barone Montalto Acquerello Nero d'Avola 2019,Italië,Terre Siciliane,3.7,2637,110.9,Uruguay,2019.0,Barone
Poggio Al Tesoro Bolgheri Il Seggio 2017,Italië,Bolgheri,4.1,2579,529.9,Uruguay,2017.0,Poggio
Ricossa Barbera d'Asti 2019,Italië,Barbera d’Asti,3.7,2514,129.9,Uruguay,2019.0,Ricossa
Tommasi Amarone della Valpolicella Classico 2017,Italië,Amarone della Valpolicella Classico,4.3,2504,754.9,Uruguay,2017.0,Tommasi
Fonterutoli Chianti Classico 2017,Italië,Chianti Classico,3.8,2492,836.9,Uruguay,2017.0,Fonterutoli
Gaja Sito Moresco Langhe 2017,Italië,Langhe,4.2,2449,765.15,Uruguay,2017.0,Gaja
Ricossa Barolo 2015,Italië,Barolo,3.9,2382,433.9,Uruguay,2015.0,Ricossa
La Braccesca Vino Nobile di Montepulciano 2018,Italië,Vino Nobile di Montepulciano,4.1,2379,246.9,Uruguay,2018.0,La
Fattoria dei Barbi Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.2,2340,513.99,Uruguay,2015.0,Fattoria
Mazzei Chianti Classico Riserva Ser Lapo 2018,Italië,Chianti Classico,3.9,2270,299.9,Uruguay,2018.0,Mazzei
Poggio Al Tesoro Bolgheri Il Seggio 2018,Italië,Bolgheri,4.1,2269,529.9,Uruguay,2018.0,Poggio
San Felice Il Grigio Chianti Classico Riserva 2018,Italië,Chianti Classico,3.9,2254,399.8,Uruguay,2018.0,San
Ruffino Riserva Ducale Chianti Classico 2018,Italië,Chianti Classico,3.9,2221,233.99,Uruguay,2018.0,Ruffino
Ruffino Chianti 2020,Italië,Chianti,3.6,2215,107.99,Uruguay,2020.0,Ruffino
Borgo dei Mori Nero Reale Primitivo di Manduria 2018,Italië,Primitivo di Manduria,4.0,2184,139.9,Uruguay,2018.0,Borgo
Piccini 4 volte 25 - Rosso N.V.,Italië,Toscane,4.2,2103,99.0,Uruguay,,Piccini
Mazzei Chianti Classico Riserva Ser Lapo 2017,Italië,Chianti Classico,4.0,2085,384.9,Uruguay,2017.0,Mazzei
San Marzano Edda Bianco 2020,Italië,Salento,4.2,2084,296.9,Uruguay,2020.0,San
Terre di San Vincenzo Dal 1947 Primitivo di Manduria 2016,Italië,Primitivo di Manduria,4.5,2075,329.9,Uruguay,1947.0,Terre
Rivani Pinot Ros√© Extra Dry N.V.,Italië,Veneto,4.0,2059,99.0,Uruguay,,Rivani
Barone Montalto Acquerello Nero d'Avola 2018,Italië,Terre Siciliane,3.7,2056,110.9,Uruguay,2018.0,Barone
Fonterutoli No 10 2018,Italië,Toscane,3.9,2056,158.9,Uruguay,2018.0,Fonterutoli
Allegrini Valpolicella 2017,Italië,Valpolicella,3.7,1979,218.0,Uruguay,2017.0,Allegrini
Fonterutoli Chianti Classico 2019,Italië,Chianti Classico,4.0,1978,306.9,Uruguay,2019.0,Fonterutoli
Cesari Mara Valpolicella Superiore Ripasso 2017,Italië,Valpolicella Ripasso,3.8,1956,299.9,Uruguay,2017.0,Cesari
Mazzei Poggio Badiola 2018,Italië,Toscane,3.8,1935,147.9,Uruguay,2018.0,Mazzei
Varvaglione Papale Primitivo di Manduria 2019,Italië,Primitivo di Manduria,4.1,1934,139.9,Uruguay,2019.0,Varvaglione
Produttori del Barbaresco Nebbiolo Langhe 2019,Italië,Langhe,3.8,1928,555.9,Uruguay,2019.0,Produttori
Antinori P√®ppoli Chianti Classico 2020,Italië,Chianti Classico,4.0,1924,228.5,Uruguay,2020.0,Antinori
Zisola Zisola Noto Rosso 2017,Italië,Noto,3.8,1893,221.9,Uruguay,2017.0,Zisola
Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2019,Italië,Chianti Classico,4.2,1875,499.9,Uruguay,2019.0,Antinori
Barone Montalto Acquerello Pinot Grigio 2018,Italië,Terre Siciliane,3.7,1807,62.9,Uruguay,2018.0,Barone
Tommasi Rafa√®l Valpolicella Classico Superiore 2019,Italië,Valpolicella Classico,3.8,1807,286.9,Uruguay,2019.0,Tommasi
Poderi dal Nespoli Fico Grande Romagna Sangiovese 2018,Italië,Romagna,3.7,1736,97.9,Uruguay,2018.0,Poderi
Fontanafredda Barolo Serralunga d'Alba 2015,Italië,Barolo,4.1,1724,469.9,Uruguay,2015.0,Fontanafredda
Tasca d'Almerita Regaleali Nero d'Avola 2018,Italië,Terre Siciliane,3.8,1715,186.91,Uruguay,2018.0,Tasca
Astrale Astrale Special Edition 2018,Italië,"(""Vino d'Italia"",)",4.2,1709,109.0,Uruguay,2018.0,Astrale
Santadi Rocca Rubia Riserva  Carignano del Sulcis 2017,Italië,Carignano del Sulcis,4.1,1705,386.36,Uruguay,2017.0,Santadi
Caparzo Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.2,1684,599.9,Uruguay,2016.0,Caparzo
Tormaresca N√®prica Primitivo 2019,Italië,Puglia,3.8,1675,112.9,Uruguay,2019.0,Tormaresca
Santa Cristina Chianti Superiore 2018,Italië,Chianti,3.7,1657,179.9,Uruguay,2018.0,Santa
Santadi Terre Brune Superiore Carignano del Sulcis 2014,Italië,Carignano del Sulcis,4.3,1623,718.0,Uruguay,2014.0,Santadi
San Marzano Il Pumo Primitivo 2020,Italië,Salento,3.8,1591,115.9,Uruguay,2020.0,San
Bolla Valpolicella Classico 2019,Italië,Valpolicella Classico,3.5,1574,70.99,Uruguay,2019.0,Bolla
Bedin Prosecco Treviso Extra Dry N.V.,Italië,Prosecco di Treviso,3.7,1537,269.9,Uruguay,,Bedin
Jacopo Biondi Santi Sassoalloro 2016,Italië,Toscane,4.0,1528,890.0,Uruguay,2016.0,Jacopo
Fonterutoli No 10 2019,Italië,Toscane,3.7,1469,158.9,Uruguay,2019.0,Fonterutoli
Bonacchi Chianti Riserva 2016,Italië,Chianti,4.0,1459,149.9,Uruguay,2016.0,Bonacchi
San Marzano F Negroamaro 2019,Italië,Salento,4.3,1430,444.9,Uruguay,2019.0,San
Epicuro Primitivo di Manduria 2019,Italië,Primitivo di Manduria,3.9,1425,181.85,Uruguay,2019.0,Epicuro
Antinori Castello della Sala Conte della Vipera 2019,Italië,Umbrië,4.1,1409,264.69,Uruguay,2019.0,Antinori
Antinori Villa Antinori Toscana Bianco 2021,Italië,Toscane,3.9,1403,125.9,Uruguay,2021.0,Antinori
San Marzano Tal√≤ Primitivo di Manduria 2020,Italië,Primitivo di Manduria,4.1,1392,221.9,Uruguay,2020.0,San
Ricossa Barolo 2017,Italië,Barolo,4.0,1387,433.9,Uruguay,2017.0,Ricossa
Miluna Rosso 2020,Italië,Puglia,3.7,1380,73.9,Uruguay,2020.0,Miluna
Cesari J√®ma Corvina 2015,Italië,Verona,4.1,1365,449.9,Uruguay,2015.0,Cesari
Poggio Al Tesoro Bolgheri Il Seggio 2019,Italië,Bolgheri,4.1,1363,555.9,Uruguay,2019.0,Poggio
San Marzano Il Pumo Negroamaro 2020,Italië,Salento,3.8,1362,115.9,Uruguay,2020.0,San
Cantina di Montalcino Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.2,1349,379.9,Uruguay,2016.0,Cantina
Poliziano Rosso di Montepulciano 2019,Italië,Rosso di Montepulciano,3.7,1338,275.81,Uruguay,2019.0,Poliziano
Terra Serena Prosecco Treviso N.V.,Italië,Prosecco di Treviso,3.5,1270,125.9,Uruguay,,Terra
Jacopo Biondi Santi Braccale Rosso 2017,Italië,Toscane,4.1,1257,218.34,Uruguay,2017.0,Jacopo
Massolino Barolo 2017,Italië,Barolo,4.2,1236,829.9,Uruguay,2017.0,Massolino
Livio Felluga Sharis 2020,Italië,delle Venezie,4.0,1233,367.57,Uruguay,2020.0,Livio
Livio Felluga Pinot Grigio 2018,Italië,Colli Orientali del Friuli,4.0,1225,439.43,Uruguay,2018.0,Livio
Camigliano Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.0,1223,589.9,Uruguay,2015.0,Camigliano
Poderi dal Nespoli Prugneto Sangiovese di Romagna (Superiore) 2018,Italië,Sangiovese di Romagna,3.7,1218,190.9,Uruguay,2018.0,Poderi
Terra Rossa Trulli Primitivo di Manduria 2017,Italië,Primitivo di Manduria,4.1,1203,169.0,Uruguay,2017.0,Terra
Montresor Urban Park Appassimento 2018,Italië,Veneto,4.0,1201,119.0,Uruguay,2018.0,Montresor
Inama Azienda Agricola Carmen√©r√® Piu 2016,Italië,Colli Berici,3.9,1200,303.45,Uruguay,2016.0,Inama
Masseria La Volpe 1 Uno Primitivo di Manduria Riserva 2017,Italië,Primitivo di Manduria,4.2,1185,269.9,Uruguay,2017.0,Masseria
Antinori Castello della Sala Bram√¨to Chardonnay 2021,Italië,Umbrië,4.1,1178,214.63,Uruguay,2021.0,Antinori
Sella & Mosca Vermentino di Sardegna 2020,Italië,Vermentino di Sardegna,3.6,1164,119.99,Uruguay,2020.0,Sella
Corterosso Supremo Primitivo di Manduria Riserva 2017,Italië,Primitivo di Manduria,4.2,1147,199.9,Uruguay,2017.0,Corterosso
Sartori di Verona Centoventi Special Edition Rosso 2018,Italië,Veneto,3.9,1147,129.9,Uruguay,2018.0,Sartori
Duca di Salaparuta Passo delle Mule Nero d'Avola 2016,Italië,Terre Siciliane,4.0,1145,191.99,Uruguay,2016.0,Duca
Castello di Ama Chianti Classico 2019,Italië,Chianti Classico,3.9,1138,552.18,Uruguay,2019.0,Castello
Zisola Zisola Noto Rosso 2018,Italië,Noto,3.9,1119,221.9,Uruguay,2018.0,Zisola
San Marzano Il Pumo Negroamaro 2019,Italië,Salento,3.9,1113,110.9,Uruguay,2019.0,San
Val di Suga Brunello di Montalcino 2014,Italië,Brunello di Montalcino,3.9,1110,659.9,Uruguay,2014.0,Val
Masseria Borgo dei Trulli Primitivo 2020,Italië,Salento,3.8,1095,165.9,Uruguay,2020.0,Masseria
Belguardo Tirrenico 2016,Italië,Maremma Toscana,4.0,1092,412.9,Uruguay,2016.0,Belguardo
Caparzo Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.1,1089,696.0,Uruguay,2015.0,Caparzo
Ricossa Barbaresco 2014,Italië,Barbaresco,3.8,1084,327.9,Uruguay,2014.0,Ricossa
Garofoli Verdicchio Dei Castelli Di Jesi Classico 2020,Italië,Verdicchio dei Castelli di Jesi,3.8,1075,121.9,Uruguay,2020.0,Garofoli
Schola Sarmenti Tempo Al Vino Lianto Primitivo del Salento 2019,Italië,Salento,4.0,1063,62.9,Uruguay,2019.0,Schola
Arnaldo-Caprai Montefalco Rosso 2017,Italië,Montefalco,3.8,1053,179.9,Uruguay,2017.0,Arnaldo-Caprai
Monte Zovo Valpolicella Ripasso Superiore 2014,Italië,Valpolicella Ripasso,3.9,1035,239.9,Uruguay,2014.0,Monte
Barone Montalto Ammasso Rosso Sicilia 2017,Italië,Sicilia,4.2,1029,333.9,Uruguay,2017.0,Barone
Feudi Salentini Gocce Primitivo di Manduria 2016,Italië,Primitivo di Manduria,4.2,1018,379.9,Uruguay,2016.0,Feudi
San Marzano Tramari Ros√© di Primitivo 2020,Italië,Salento,4.0,1015,137.9,Uruguay,2020.0,San
Mastroberardino Greco di Tufo 2018,Italië,Greco di Tufo,3.7,1012,306.77,Uruguay,2018.0,Mastroberardino
Antinori Pian delle Vigne Brunello di Montalcino 2017,Italië,Brunello di Montalcino,4.4,1006,674.9,Uruguay,2017.0,Antinori
Falesco Vitiano Rosso 2016,Italië,Umbrië,3.7,995,159.0,Uruguay,2016.0,Falesco
Marchesi del Salento Primitivo 2020,Italië,Puglia,3.7,975,74.9,Uruguay,2020.0,Marchesi
Miluna Bianco 2019,Italië,"(""Vino d'Italia"",)",3.6,974,74.0,Uruguay,2019.0,Miluna
Brancaia Chianti Classico Riserva 2016,Italië,Chianti Classico,4.2,966,391.9,Uruguay,2016.0,Brancaia
Banfi Aska Bolgheri 2017,Italië,Bolgheri,4.0,963,478.5,Uruguay,2017.0,Banfi
Allegrini Valpolicella 2020,Italië,Valpolicella,3.8,961,139.74,Uruguay,2020.0,Allegrini
Poderi dal Nespoli Nespolino Trebbiano - Chardonnay 2019,Italië,Emilia-Romagna,3.7,956,100.9,Uruguay,2019.0,Poderi
Sella & Mosca Tanca Farra Alghero 2014,Italië,Alghero,3.9,950,274.99,Uruguay,2014.0,Sella
San Marzano Il Pumo Sauvignon - Malvasia 2019,Italië,Salento,3.7,929,109.0,Uruguay,2019.0,San
Tenuta Il Poggione Brunello di Montalcino 2017,Italië,Brunello di Montalcino,4.2,922,699.8,Uruguay,2017.0,Tenuta
Torre Mora Cauru Etna Rosso 2019,Italië,De Etna,3.8,909,119.0,Uruguay,2019.0,Torre
Speri Valpolicella Ripasso Classico Superiore 2019,Italië,Valpolicella Ripasso Classico,4.0,905,380.83,Uruguay,2019.0,Speri
San Marzano Tal√≤ Primitivo - Merlot 2018,Italië,Tarantino,4.1,900,211.9,Uruguay,2018.0,San
Varvaglione Moi Primitivo di Manduria 2017,Italië,Primitivo di Manduria,3.9,887,204.38,Uruguay,2017.0,Varvaglione
Speri Valpolicella Classico 2019,Italië,Valpolicella Classico,3.7,863,220.54,Uruguay,2019.0,Speri
Primo Reale Primitivo 2019,Italië,Puglia,3.8,860,76.9,Uruguay,2019.0,Primo
Terra Rossa A Mare Primitivo 2020,Italië,Puglia,4.0,858,85.55,Uruguay,2020.0,Terra
San Marzano Il Pumo Salento Rosso 2020,Italië,Salento,3.8,857,115.9,Uruguay,2020.0,San
San Leonardo Vette di San Leonardo 2019,Italië,Vigneti delle Dolomiti,3.9,852,275.81,Uruguay,2019.0,San
Belguardo Bronzone Morellino di Scansano Riserva 2016,Italië,Morellino di Scansano,3.9,841,296.9,Uruguay,2016.0,Belguardo
Villa Matilde Cecubo 2013,Italië,Roccamonfina,3.9,831,259.9,Uruguay,2013.0,Villa
Planeta La Segreta Il Bianco 2020,Italië,Sicilia,3.7,820,83.99,Uruguay,2020.0,Planeta
Luccarelli Rosso Puglia 2020,Italië,Puglia,3.9,814,109.9,Uruguay,2020.0,Luccarelli
San Marzano Il Pumo Sauvignon - Malvasia 2020,Italië,Salento,3.7,814,115.9,Uruguay,2020.0,San
Santa Cristina Chianti Superiore 2019,Italië,Chianti,3.8,807,149.9,Uruguay,2019.0,Santa
Ricossa Barbaresco 2017,Italië,Barbaresco,3.8,800,299.9,Uruguay,2017.0,Ricossa
Lamole di Lamole Chianti Classico 2014,Italië,Chianti Classico,3.5,790,99.9,Uruguay,2014.0,Lamole
Riondo Amarone della Valpolicella 2017,Italië,Amarone della Valpolicella,4.1,789,534.9,Uruguay,2017.0,Riondo
Prunotto Fiulot Barbera d'Asti 2019,Italië,Barbera d’Asti,3.7,785,142.19,Uruguay,2019.0,Prunotto
Tenuta delle Terre Nere Etna Bianco 2019,Italië,De Etna,3.9,767,384.16,Uruguay,2019.0,Tenuta
Bosio Boschi Dei Signori Barolo 2016,Italië,Barolo,3.9,766,426.9,Uruguay,2016.0,Bosio
Bruno Giacosa Roero Arneis 2015,Italië,Roero,3.9,759,384.16,Uruguay,2015.0,Bruno
Planeta Sicilia Ros√© 2020,Italië,Sicilia,3.6,754,157.99,Uruguay,2020.0,Planeta
Tenuta Perano Chianti Classico 2018,Italië,Chianti Classico,3.9,751,437.9,Uruguay,2018.0,Tenuta
Sartori di Verona Reius Amarone della Valpolicella Classico 2012,Italië,Amarone della Valpolicella,4.1,750,429.9,Uruguay,2012.0,Sartori
Marchesi di Barolo Barbaresco 2016,Italië,Barbaresco,4.1,748,449.9,Uruguay,2016.0,Marchesi
Planeta Maroccoli Syrah 2015,Italië,Menfi,4.0,747,524.99,Uruguay,2015.0,Planeta
Casanova di Neri Rosso di Montalcino 2018,Italië,Rosso di Montalcino,3.9,743,349.0,Uruguay,2018.0,Casanova
La Gerla Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.3,742,799.9,Uruguay,2015.0,La
Brancaia Ilatraia 2016,Italië,Toscane,4.3,728,910.9,Uruguay,2016.0,Brancaia
Tasca d'Almerita Cygnus Cabernet Sauvignon - Nero d'Avola Regaleali 2017,Italië,Terre Siciliane,4.2,702,320.03,Uruguay,2017.0,Tasca
Il Borro Toscana Pian di Nova Rosso 2017,Italië,Toscane,3.9,695,350.25,Uruguay,2017.0,Il
Tasca d'Almerita Lam√πri Nero d'Avola Regaleali 2011,Italië,Terre Siciliane,3.6,694,239.0,Uruguay,2011.0,Tasca
Zisola Azisa Sicilia 2019,Italië,Sicilia,3.8,685,163.9,Uruguay,2019.0,Zisola
Ruffino Orvieto Classico Bianco 2020,Italië,Orvieto,3.7,672,105.99,Uruguay,2020.0,Ruffino
Speri Sant'Urbano Valpolicella Classico Superiore 2017,Italië,Valpolicella Classico,4.0,669,430.58,Uruguay,2017.0,Speri
Ricossa Barbaresco 2018,Italië,Barbaresco,3.8,660,327.9,Uruguay,2018.0,Ricossa
Borgo dei Mori Rosa Reale Negroamaro Rosato 2019,Italië,Veneto,3.8,657,67.9,Uruguay,2019.0,Borgo
Garofoli Monte Reale Sangiovese Marche 2020,Italië,Marche,3.7,656,121.9,Uruguay,2020.0,Garofoli
Quintarelli Giuseppe Veneto Primofiore Rosso 2014,Italië,Veneto,4.3,653,826.34,Uruguay,2014.0,Quintarelli
Borgo Scopeto Borgonero 2017,Italië,Toscane,4.0,651,235.0,Uruguay,2017.0,Borgo
San Marzano Il Pumo Salento Rosso 2019,Italië,Salento,3.8,645,115.9,Uruguay,2019.0,San
Tasca d'Almerita Leone d'Almerita (Tenuta Regaleali) 2020,Italië,Terre Siciliane,4.0,642,275.81,Uruguay,2020.0,Tasca
Poggio Landi Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.2,638,679.9,Uruguay,2016.0,Poggio
Poderi dal Nespoli Famoso 2020,Italië,Rubicone,3.8,637,100.9,Uruguay,2020.0,Poderi
Rocca Nero di Troia 2019,Italië,Puglia,3.7,637,69.9,Uruguay,2019.0,Rocca
D'Angelo Aglianico del Vulture 2015,Italië,Aglianico del Vulture,3.6,637,179.9,Uruguay,2015.0,D'Angelo
Planeta Santa Cecilia Nero d'Avola 2007,Italië,Terre Siciliane,4.0,633,659.99,Uruguay,2007.0,Planeta
Barba I Vasari Old Vines Montepulciano d'Abruzzo 2017,Italië,Montepulciano d’Abruzzo,3.9,631,234.92,Uruguay,2017.0,Barba
Domodo Montepulciano d'Abruzzo 2018,Italië,Montepulciano d’Abruzzo,3.6,629,63.64,Uruguay,2018.0,Domodo
Mastroberardino Aglianico Irpinia 2018,Italië,Irpinia,3.8,624,275.81,Uruguay,2018.0,Mastroberardino
Riolite Borgo Al Pascolo Nuova Generazione Chianti 2020,Italië,Chianti,3.8,619,149.9,Uruguay,2020.0,Riolite
Borgogno Barbera d'Alba 2017,Italië,Piemonte,3.9,618,197.9,Uruguay,2017.0,Borgogno
Melini Vigneti La Selvanella Chianti Classico Riserva 2014,Italië,Chianti Classico,3.9,614,196.99,Uruguay,2014.0,Melini
